Name,Position,Team,Opp,Week,PassYds,PassTD,Int,RushYds,RushTD,Fum,ModelPoints,Projection,Rec,RecYds,RecTD
Ben Sinnott,TE,WAS,@ATL,4.0,,,,,,0.0,1.72,0.0,1.34,13.35,0.12
Dawson Knox,TE,BUF,NO,4.0,,,,,,0.0,1.72,0.0,1.28,13.76,0.12
Terrance Ferguson,TE,LARQ,IND,4.0,,,,,,0.0,1.72,0.0,1.29,13.29,0.12
Austin Hooper,TE,NE,CAR,4.0,,,,,,0.0,1.3599999999999999,0.0,1.32,12.9,0.06
Darnell Washington,TE,PIT,MIN,4.0,,,,,,0.0,1.54,0.0,1.17,11.88,0.09
Elijah Higgins,TE,ARI,SEA,4.0,,,,,,0.0,1.3599999999999999,0.0,1.08,10.86,0.06
Luke Musgrave,TE,GB,@DAL,4.0,,,,,,0.0,1.3599999999999999,0.0,0.99,10.91,0.06
Gunnar Helm,TE,TEN,@HOU,4.0,,,,,,0.0,0.36,0.0,0.97,9.98,0.06
Foster MoreauTE - N,nan,OPUP,@BUF,4.0,,,,,,0.0,0.36,0.0,0.97,9.37,0.06
Brock Bowers,TE,LV,@IND,5.0,,,,,,0.06,7.92,0.0,5.55,58.58,0.35
Trey McBride,TE,ARI,TEN,5.0,,,,,,0.06,7.92,0.0,5.61,57.41,0.35
George Kittle,TE,SF,@LAR,5.0,,,,,,0.06,7.28,0.0,4.14,57.41,0.41
Sam LaPorta,TE,DETQ,@CIN,5.0,,,,,,0.06,5.92,0.0,4.11,45.95,0.35
Travis Kelce,TE,KC,@JAX,5.0,,,,,,0.06,5.5600000000000005,0.0,4.17,41.25,0.29
T.J. Hockenson,TE,MIN,@CLE,5.0,,,,,,0.06,5.5,0.0,4.12,41.19,0.28
Mark Andrews,TE,BAL,HOU,5.0,,,,,,0.06,6.28,0.0,3.26,40.32,0.41
Evan Engram,TE,DEN,@PHI,5.0,,,,,,0.06,4.32,0.0,4.02,37.45,0.25
David Njoku,TE,CLE,MIN,5.0,,,,,,0.06,4.26,0.0,3.83,38.37,0.24
Dallas Goedert,TE,PHI,DEN,5.0,,,,,,0.06,4.26,0.0,3.54,38.63,0.24
Tyler Warren,TE,IND,LV,5.0,,,,,,0.06,4.26,0.0,3.59,36.71,0.24
Jake Ferguson,TE,DALQ,@NYJ,5.0,,,,,,0.06,4.2,0.0,3.62,35.7,0.23
Hunter Henry,TE,NE,@BUF,5.0,,,,,,0.06,4.26,0.0,3.26,34.07,0.24
Mason Taylor,TE,NYJ,DAL,5.0,,,,,,0.0,4.26,0.0,3.32,33.6,0.21
Zach Ertz,TE,WAS,@LAC,5.0,,,,,,0.0,4.4399999999999995,0.0,3.33,31.57,0.24
Dalton Kincaid,TE,BUF,NE,5.0,,,,,,0.06,3.9,0.0,3.42,34.5,0.18
Mike Gesicki,TE,CINQ,DET,5.0,,,,,,0.0,4.38,0.0,2.86,30.0,0.23
Dalton Schultz,TE,HOU,@BAL,5.0,,,,,,0.06,3.9,0.0,2.96,30.73,0.18
Darren WallerTE - MI,nan,APUP,@CAR,5.0,,,,,,0.03,4.11,0.0,2.7,31.2,0.2
Brenton Strange,TE,JAX,KC,5.0,,,,,,0.0,3.08,0.0,2.88,27.76,0.18
Isaiah Likely,TE,BALQ,HOU,5.0,,,,,,0.06,3.26,0.0,2.45,27.14,0.24
Cade Otton,TE,TB,@SEA,5.0,,,,,,0.0,3.02,0.0,2.68,26.89,0.17
Chig Okonkwo,TE,TEN,@ARI,5.0,,,,,,0.06,2.9,0.0,2.73,26.42,0.18
Ja'Tavion Sanders,TE,CAR,MIA,5.0,,,,,,0.0,3.08,0.0,2.58,25.78,0.18
Theo Johnson,TE,NYG,@NO,5.0,,,,,,0.0,2.96,0.0,2.39,24.92,0.16
Theo Johnson,TE,NYG,@NO,5.0,,,,,,0.0,2.96,0.0,2.39,24.92,0.16
Tyler Conklin,TE,LAC,WAS,5.0,,,,,,0.0,3.08,0.0,2.3,21.35,0.18
Noah Gray,TE,KC,@JAX,5.0,,,,,,0.0,3.08,0.0,2.04,20.59,0.18
Harold Fannin Jr.,TE,CLE,MIN,5.0,,,,,,0.0,2.84,0.0,2.14,21.07,0.14
Juwan Johnson,TE,NO,NYG,5.0,,,,,,0.0,2.7199999999999998,0.0,2.09,22.24,0.12
Will Dissly,TE,LAC,WAS,5.0,,,,,,0.0,1.72,0.0,1.96,18.87,0.12
Elijah Arroyo,TE,SEA,TB,5.0,,,,,,0.0,1.72,0.0,1.85,16.85,0.12
Tyler Higbee,TE,LAR,SF,5.0,,,,,,0.0,1.72,0.0,1.77,17.2,0.12
Michael Mayer,TE,LV,@IND,5.0,,,,,,0.0,1.72,0.0,1.73,16.96,0.12
Noah Fant,TE,CIN,DET,5.0,,,,,,0.0,1.72,0.0,1.67,16.96,0.12
Ben Sinnott,TE,WAS,@LAC,5.0,,,,,,0.0,1.72,0.0,1.34,13.35,0.12
Dawson Knox,TE,BUF,NE,5.0,,,,,,0.0,1.72,0.0,1.28,13.76,0.12
Terrance Ferguson,TE,LARQ,SF,5.0,,,,,,0.0,1.72,0.0,1.29,13.29,0.12
Austin Hooper,TE,NE,@BUF,5.0,,,,,,0.0,1.3599999999999999,0.0,1.32,12.9,0.06
Elijah Higgins,TE,ARI,TEN,5.0,,,,,,0.0,1.3599999999999999,0.0,1.08,10.86,0.06
Gunnar Helm,TE,TEN,@ARI,5.0,,,,,,0.0,0.36,0.0,0.97,9.98,0.06
Foster MoreauTE - N,nan,OPUP,NYG,5.0,,,,,,0.0,0.36,0.0,0.97,9.37,0.06
Jeremy Ruckert,TE,NYJ,DAL,5.0,,,,,,0.0,0.36,0.0,0.95,8.92,0.06
Daniel Bellinger,TE,NYGQ,@NO,5.0,,,,,,0.0,0.36,0.0,0.9,8.46,0.06
Luke Schoonmaker,TE,DAL,@NYJ,5.0,,,,,,0.0,0.36,0.0,0.86,8.57,0.06
Cade Stover,TE,HOU,@BAL,5.0,,,,,,0.0,0.36,0.0,0.84,8.46,0.06
Tommy TrembleTE - CA,nan,RPUP,MIA,5.0,,,,,,0.0,0.36,0.0,0.84,8.4,0.06
AJ Barner,TE,SEA,TB,5.0,,,,,,0.0,0.36,0.0,0.84,8.04,0.06
Devin Culp,TE,TB,@SEA,5.0,,,,,,0.0,0.36,0.0,0.79,7.82,0.06
Oronde Gadsden II,TE,LAC,WAS,5.0,,,,,,0.0,0.36,0.0,0.73,7.39,0.06
Brock Bowers,TE,LV,TEN,6.0,,,,,,0.06,7.92,0.0,5.55,58.58,0.35
Trey McBride,TE,ARI,@IND,6.0,,,,,,0.06,7.92,0.0,5.61,57.41,0.35
George Kittle,TE,SF,@TB,6.0,,,,,,0.06,7.28,0.0,4.14,57.41,0.41
Sam LaPorta,TE,DETQ,@KC,6.0,,,,,,0.06,5.92,0.0,4.11,45.95,0.35
Mark Andrews,TE,BAL,LAR,6.0,,,,,,0.06,6.4,0.0,3.35,41.57,0.43
Travis Kelce,TE,KC,DET,6.0,,,,,,0.06,5.5600000000000005,0.0,4.17,41.25,0.29
David Njoku,TE,CLE,@PIT,6.0,,,,,,0.06,5.380000000000001,0.0,4.1,41.11,0.26
Dallas Goedert,TE,PHI,@NYG,6.0,,,,,,0.07,5.3500000000000005,0.0,3.76,41.11,0.26
Evan Engram,TE,DEN,@NYJ,6.0,,,,,,0.06,4.32,0.0,4.02,37.45,0.25
Tyler Warren,TE,IND,ARI,6.0,,,,,,0.06,4.32,0.0,3.81,38.91,0.25
Colston Loveland,TE,CHI,@WAS,6.0,,,,,,0.06,4.32,0.0,3.8,38.42,0.25
Jake Ferguson,TE,DALQ,@CAR,6.0,,,,,,0.06,4.2,0.0,3.62,35.7,0.23
Hunter Henry,TE,NE,@NO,6.0,,,,,,0.06,4.26,0.0,3.26,34.07,0.24
Mason Taylor,TE,NYJ,DEN,6.0,,,,,,0.0,4.26,0.0,3.32,33.6,0.21
Zach Ertz,TE,WAS,CHI,6.0,,,,,,0.0,4.4399999999999995,0.0,3.33,31.57,0.24
Tucker Kraft,TE,GB,CIN,6.0,,,,,,0.06,4.26,0.0,3.18,33.75,0.24
Dalton Kincaid,TE,BUF,@ATL,6.0,,,,,,0.06,3.9,0.0,3.42,34.5,0.18
Mike Gesicki,TE,CINQ,@GB,6.0,,,,,,0.0,4.38,0.0,2.86,30.0,0.23
Darren WallerTE - MI,nan,APUP,LAC,6.0,,,,,,0.0,4.2,0.0,2.71,33.1,0.2
Kyle Pitts,TE,ATL,BUF,6.0,,,,,,0.0,4.08,0.0,2.71,33.75,0.18
Jonnu Smith,TE,PITQ,CLE,6.0,,,,,,0.06,2.96,0.0,2.92,29.9,0.19
Brenton Strange,TE,JAX,SEA,6.0,,,,,,0.0,3.08,0.0,2.88,27.76,0.18
Isaiah Likely,TE,BALQ,LAR,6.0,,,,,,0.06,3.26,0.0,2.45,27.14,0.24
Cade Otton,TE,TB,SF,6.0,,,,,,0.0,3.02,0.0,2.68,26.89,0.17
Chig Okonkwo,TE,TEN,@LV,6.0,,,,,,0.06,2.9,0.0,2.73,26.42,0.18
Chig Okonkwo,TE,TEN,@LV,6.0,,,,,,0.06,2.9,0.0,2.73,26.42,0.18
Ja'Tavion Sanders,TE,CAR,DAL,6.0,,,,,,0.0,3.08,0.0,2.58,25.78,0.18
Pat Freiermuth,TE,PIT,CLE,6.0,,,,,,0.05,2.81,0.0,2.68,25.47,0.16
Theo Johnson,TE,NYG,PHI,6.0,,,,,,0.0,2.96,0.0,2.39,24.92,0.16
Tyler Conklin,TE,LAC,@MIA,6.0,,,,,,0.0,3.08,0.0,2.3,21.35,0.18
Noah Gray,TE,KC,DET,6.0,,,,,,0.0,3.08,0.0,2.04,20.59,0.18
Harold Fannin Jr.,TE,CLE,@PIT,6.0,,,,,,0.0,2.84,0.0,2.14,21.07,0.14
Juwan Johnson,TE,NO,NE,6.0,,,,,,0.0,2.7199999999999998,0.0,2.09,22.24,0.12
Cole Kmet,TE,CHI,@WAS,6.0,,,,,,0.07,2.5700000000000003,0.0,2.09,21.52,0.13
Will Dissly,TE,LAC,@MIA,6.0,,,,,,0.0,1.72,0.0,1.96,18.87,0.12
Elijah Arroyo,TE,SEA,@JAX,6.0,,,,,,0.0,1.72,0.0,1.85,16.85,0.12
Tyler Higbee,TE,LAR,@BAL,6.0,,,,,,0.0,1.72,0.0,1.77,17.2,0.12
Michael Mayer,TE,LV,TEN,6.0,,,,,,0.0,1.72,0.0,1.73,16.96,0.12
Noah Fant,TE,CIN,@GB,6.0,,,,,,0.0,1.72,0.0,1.67,16.96,0.12
Ben Sinnott,TE,WAS,CHI,6.0,,,,,,0.0,1.72,0.0,1.34,13.35,0.12
Dawson Knox,TE,BUF,@ATL,6.0,,,,,,0.0,1.72,0.0,1.28,13.76,0.12
Terrance Ferguson,TE,LARQ,@BAL,6.0,,,,,,0.0,1.72,0.0,1.29,13.29,0.12
Austin Hooper,TE,NE,@NO,6.0,,,,,,0.0,1.3599999999999999,0.0,1.32,12.9,0.06
Darnell Washington,TE,PIT,CLE,6.0,,,,,,0.0,1.54,0.0,1.17,11.88,0.09
Elijah Higgins,TE,ARI,@IND,6.0,,,,,,0.0,1.3599999999999999,0.0,1.08,10.86,0.06
Luke Musgrave,TE,GB,CIN,6.0,,,,,,0.0,1.3599999999999999,0.0,0.99,10.91,0.06
Gunnar Helm,TE,TEN,@LV,6.0,,,,,,0.0,0.36,0.0,0.97,9.98,0.06
Foster MoreauTE - N,nan,OPUP,NE,6.0,,,,,,0.0,0.36,0.0,0.97,9.37,0.06
Jeremy Ruckert,TE,NYJ,DEN,6.0,,,,,,0.0,0.36,0.0,0.95,8.92,0.06
Daniel Bellinger,TE,NYGQ,PHI,6.0,,,,,,0.0,0.36,0.0,0.9,8.46,0.06
Brock Bowers,TE,LV,@KC,7.0,,,,,,0.06,7.92,0.0,5.55,58.58,0.35
Trey McBride,TE,ARI,GB,7.0,,,,,,0.06,7.92,0.0,5.61,57.41,0.35
George Kittle,TE,SF,ATL,7.0,,,,,,0.06,7.28,0.0,4.14,57.41,0.41
Sam LaPorta,TE,DETQ,TB,7.0,,,,,,0.06,5.92,0.0,4.11,45.95,0.35
Travis Kelce,TE,KC,LV,7.0,,,,,,0.06,5.5600000000000005,0.0,4.17,41.25,0.29
T.J. Hockenson,TE,MIN,PHI,7.0,,,,,,0.06,5.5,0.0,4.12,41.19,0.28
David Njoku,TE,CLE,MIA,7.0,,,,,,0.06,5.32,0.0,4.04,40.43,0.25
Evan Engram,TE,DEN,NYG,7.0,,,,,,0.06,4.32,0.0,4.02,37.45,0.25
Dallas Goedert,TE,PHI,@MIN,7.0,,,,,,0.06,4.26,0.0,3.54,38.63,0.24
Colston Loveland,TE,CHI,NO,7.0,,,,,,0.06,4.26,0.0,3.65,36.94,0.24
Tyler Warren,TE,IND,@LAC,7.0,,,,,,0.06,4.26,0.0,3.59,36.71,0.24
Jake Ferguson,TE,DALQ,WAS,7.0,,,,,,0.06,4.2,0.0,3.62,35.7,0.23
Hunter Henry,TE,NE,@TEN,7.0,,,,,,0.06,4.26,0.0,3.26,34.07,0.24
Mason Taylor,TE,NYJ,CAR,7.0,,,,,,0.0,4.26,0.0,3.32,33.6,0.21
Zach Ertz,TE,WAS,@DAL,7.0,,,,,,0.0,4.4399999999999995,0.0,3.33,31.57,0.24
Tucker Kraft,TE,GB,@ARI,7.0,,,,,,0.06,4.26,0.0,3.18,33.75,0.24
Mike Gesicki,TE,CINQ,PIT,7.0,,,,,,0.0,4.38,0.0,2.86,30.0,0.23
Kyle Pitts,TE,ATL,@SF,7.0,,,,,,0.0,4.08,0.0,2.71,33.75,0.18
Dalton Schultz,TE,HOU,@SEA,7.0,,,,,,0.06,3.9,0.0,2.96,30.73,0.18
Darren WallerTE - MI,nan,APUP,@CLE,7.0,,,,,,0.0,4.140000000000001,0.0,2.68,31.5,0.19
Jonnu Smith,TE,PITQ,@CIN,7.0,,,,,,0.06,2.96,0.0,2.92,29.9,0.19
Brenton Strange,TE,JAX,LAR,7.0,,,,,,0.0,3.08,0.0,2.88,27.76,0.18
Cade Otton,TE,TB,@DET,7.0,,,,,,0.0,3.02,0.0,2.68,26.89,0.17
Chig Okonkwo,TE,TEN,NE,7.0,,,,,,0.06,2.9,0.0,2.73,26.42,0.18
Ja'Tavion Sanders,TE,CAR,@NYJ,7.0,,,,,,0.0,3.08,0.0,2.58,25.78,0.18
Ja'Tavion Sanders,TE,CAR,@NYJ,7.0,,,,,,0.0,3.08,0.0,2.58,25.78,0.18
Pat Freiermuth,TE,PIT,@CIN,7.0,,,,,,0.05,2.81,0.0,2.68,25.47,0.16
Theo Johnson,TE,NYG,@DEN,7.0,,,,,,0.0,2.96,0.0,2.39,24.92,0.16
Tyler Conklin,TE,LAC,IND,7.0,,,,,,0.0,3.08,0.0,2.3,21.35,0.18
Noah Gray,TE,KC,LV,7.0,,,,,,0.0,3.08,0.0,2.04,20.59,0.18
Harold Fannin Jr.,TE,CLE,MIA,7.0,,,,,,0.0,2.84,0.0,2.14,21.07,0.14
Juwan Johnson,TE,NO,@CHI,7.0,,,,,,0.0,2.7199999999999998,0.0,2.09,22.24,0.12
Cole Kmet,TE,CHI,NO,7.0,,,,,,0.07,2.5700000000000003,0.0,2.09,21.52,0.13
Will Dissly,TE,LAC,IND,7.0,,,,,,0.0,1.72,0.0,1.96,18.87,0.12
Elijah Arroyo,TE,SEA,HOU,7.0,,,,,,0.0,1.72,0.0,1.85,16.85,0.12
Tyler Higbee,TE,LAR,@JAX,7.0,,,,,,0.0,1.72,0.0,1.77,17.2,0.12
Michael Mayer,TE,LV,@KC,7.0,,,,,,0.0,1.72,0.0,1.73,16.96,0.12
Noah Fant,TE,CIN,PIT,7.0,,,,,,0.0,1.72,0.0,1.67,16.96,0.12
Ben Sinnott,TE,WAS,@DAL,7.0,,,,,,0.0,1.72,0.0,1.34,13.35,0.12
Terrance Ferguson,TE,LARQ,@JAX,7.0,,,,,,0.0,1.72,0.0,1.29,13.29,0.12
Austin Hooper,TE,NE,@TEN,7.0,,,,,,0.0,1.3599999999999999,0.0,1.32,12.9,0.06
Darnell Washington,TE,PIT,@CIN,7.0,,,,,,0.0,1.54,0.0,1.17,11.88,0.09
Elijah Higgins,TE,ARI,GB,7.0,,,,,,0.0,1.3599999999999999,0.0,1.08,10.86,0.06
Luke Musgrave,TE,GB,@ARI,7.0,,,,,,0.0,1.3599999999999999,0.0,0.99,10.91,0.06
Gunnar Helm,TE,TEN,NE,7.0,,,,,,0.0,0.36,0.0,0.97,9.98,0.06
Foster MoreauTE - N,nan,OPUP,@CHI,7.0,,,,,,0.0,0.36,0.0,0.97,9.37,0.06
Jeremy Ruckert,TE,NYJ,CAR,7.0,,,,,,0.0,0.36,0.0,0.95,8.92,0.06
Daniel Bellinger,TE,NYGQ,@DEN,7.0,,,,,,0.0,0.36,0.0,0.9,8.46,0.06
Luke Schoonmaker,TE,DAL,WAS,7.0,,,,,,0.0,0.36,0.0,0.86,8.57,0.06
Cade Stover,TE,HOU,@SEA,7.0,,,,,,0.0,0.36,0.0,0.84,8.46,0.06
George Kittle,TE,SF,@HOU,8.0,,,,,,0.06,7.28,0.0,4.14,57.41,0.41
Travis Kelce,TE,KC,WAS,8.0,,,,,,0.06,5.5600000000000005,0.0,4.17,41.25,0.29
T.J. Hockenson,TE,MIN,@LAC,8.0,,,,,,0.06,5.5,0.0,4.12,41.19,0.28
Mark Andrews,TE,BAL,CHI,8.0,,,,,,0.06,6.28,0.0,3.26,40.32,0.41
Evan Engram,TE,DEN,DAL,8.0,,,,,,0.06,4.32,0.0,4.02,37.45,0.25
David Njoku,TE,CLE,@NE,8.0,,,,,,0.06,4.26,0.0,3.83,38.37,0.24
Dallas Goedert,TE,PHI,NYG,8.0,,,,,,0.06,4.26,0.0,3.54,38.63,0.24
Colston Loveland,TE,CHI,@BAL,8.0,,,,,,0.06,4.26,0.0,3.65,36.94,0.24
Tyler Warren,TE,IND,TEN,8.0,,,,,,0.06,4.26,0.0,3.59,36.71,0.24
Jake Ferguson,TE,DALQ,@DEN,8.0,,,,,,0.06,4.2,0.0,3.62,35.7,0.23
Hunter Henry,TE,NE,CLE,8.0,,,,,,0.06,4.26,0.0,3.26,34.07,0.24
Mason Taylor,TE,NYJ,@CIN,8.0,,,,,,0.0,4.26,0.0,3.32,33.6,0.21
Zach Ertz,TE,WAS,@KC,8.0,,,,,,0.0,4.4399999999999995,0.0,3.33,31.57,0.24
Tucker Kraft,TE,GB,@PIT,8.0,,,,,,0.06,4.26,0.0,3.18,33.75,0.24
Dalton Kincaid,TE,BUF,@CAR,8.0,,,,,,0.06,3.9,0.0,3.42,34.5,0.18
Mike Gesicki,TE,CINQ,NYJ,8.0,,,,,,0.0,4.38,0.0,2.86,30.0,0.23
Kyle Pitts,TE,ATL,MIA,8.0,,,,,,0.0,4.08,0.0,2.71,33.75,0.18
Dalton Schultz,TE,HOU,SF,8.0,,,,,,0.06,3.9,0.0,2.96,30.73,0.18
Jonnu Smith,TE,PITQ,GB,8.0,,,,,,0.06,2.96,0.0,2.92,29.9,0.19
Isaiah Likely,TE,BALQ,CHI,8.0,,,,,,0.06,3.26,0.0,2.45,27.14,0.24
Cade Otton,TE,TB,@NO,8.0,,,,,,0.0,3.02,0.0,2.68,26.89,0.17
Chig Okonkwo,TE,TEN,@IND,8.0,,,,,,0.06,2.9,0.0,2.73,26.42,0.18
Ja'Tavion Sanders,TE,CAR,BUF,8.0,,,,,,0.0,3.08,0.0,2.58,25.78,0.18
Pat Freiermuth,TE,PIT,GB,8.0,,,,,,0.05,2.81,0.0,2.68,25.47,0.16
Darren WallerTE - MI,nan,APUP,@ATL,8.0,,,,,,0.0,2.9,0.0,2.47,26.47,0.15
Darren WallerTE - MI,nan,APUP,@ATL,8.0,,,,,,0.0,2.9,0.0,2.47,26.47,0.15
Theo Johnson,TE,NYG,@PHI,8.0,,,,,,0.0,2.96,0.0,2.39,24.92,0.16
Tyler Conklin,TE,LAC,MIN,8.0,,,,,,0.0,3.08,0.0,2.3,21.35,0.18
Noah Gray,TE,KC,WAS,8.0,,,,,,0.0,3.08,0.0,2.04,20.59,0.18
Harold Fannin Jr.,TE,CLE,@NE,8.0,,,,,,0.0,2.84,0.0,2.14,21.07,0.14
Juwan Johnson,TE,NO,TB,8.0,,,,,,0.0,2.7199999999999998,0.0,2.09,22.24,0.12
Cole Kmet,TE,CHI,@BAL,8.0,,,,,,0.07,2.5700000000000003,0.0,2.09,21.52,0.13
Will Dissly,TE,LAC,MIN,8.0,,,,,,0.0,1.72,0.0,1.96,18.87,0.12
Noah Fant,TE,CIN,NYJ,8.0,,,,,,0.0,1.72,0.0,1.67,16.96,0.12
Ben Sinnott,TE,WAS,@KC,8.0,,,,,,0.0,1.72,0.0,1.34,13.35,0.12
Dawson Knox,TE,BUF,@CAR,8.0,,,,,,0.0,1.72,0.0,1.28,13.76,0.12
Austin Hooper,TE,NE,CLE,8.0,,,,,,0.0,1.3599999999999999,0.0,1.32,12.9,0.06
Darnell Washington,TE,PIT,GB,8.0,,,,,,0.0,1.54,0.0,1.17,11.88,0.09
Luke Musgrave,TE,GB,@PIT,8.0,,,,,,0.0,1.3599999999999999,0.0,0.99,10.91,0.06
Gunnar Helm,TE,TEN,@IND,8.0,,,,,,0.0,0.36,0.0,0.97,9.98,0.06
Foster MoreauTE - N,nan,OPUP,TB,8.0,,,,,,0.0,0.36,0.0,0.97,9.37,0.06
Jeremy Ruckert,TE,NYJ,@CIN,8.0,,,,,,0.0,0.36,0.0,0.95,8.92,0.06
Daniel Bellinger,TE,NYGQ,@PHI,8.0,,,,,,0.0,0.36,0.0,0.9,8.46,0.06
Luke Schoonmaker,TE,DAL,@DEN,8.0,,,,,,0.0,0.36,0.0,0.86,8.57,0.06
Cade Stover,TE,HOU,SF,8.0,,,,,,0.0,0.36,0.0,0.84,8.46,0.06
Tommy TrembleTE - CA,nan,RPUP,BUF,8.0,,,,,,0.0,0.36,0.0,0.84,8.4,0.06
Devin Culp,TE,TB,@NO,8.0,,,,,,0.0,0.36,0.0,0.79,7.82,0.06
Oronde Gadsden II,TE,LAC,MIN,8.0,,,,,,0.0,0.36,0.0,0.73,7.39,0.06
Jaheim Bell,TE,NE,CLE,8.0,,,,,,0.0,0.36,0.0,0.71,7.12,0.06
Adam Trautman,TE,DEN,DAL,8.0,,,,,,0.0,0.36,0.0,0.71,6.76,0.06
Brock Bowers,TE,LV,JAX,9.0,,,,,,0.06,7.92,0.0,5.55,58.58,0.35
Trey McBride,TE,ARI,@DAL,9.0,,,,,,0.06,7.92,0.0,5.61,57.41,0.35
George Kittle,TE,SF,@NYG,9.0,,,,,,0.06,7.28,0.0,4.14,57.41,0.41
Sam LaPorta,TE,DETQ,MIN,9.0,,,,,,0.06,5.92,0.0,4.11,45.95,0.35
Travis Kelce,TE,KC,@BUF,9.0,,,,,,0.06,5.5600000000000005,0.0,4.17,41.25,0.29
T.J. Hockenson,TE,MIN,@DET,9.0,,,,,,0.06,5.5,0.0,4.12,41.19,0.28
Mark Andrews,TE,BAL,@MIA,9.0,,,,,,0.06,6.28,0.0,3.26,40.32,0.41
Evan Engram,TE,DEN,@HOU,9.0,,,,,,0.06,4.32,0.0,4.02,37.45,0.25
Colston Loveland,TE,CHI,@CIN,9.0,,,,,,0.06,4.26,0.0,3.65,36.94,0.24
Tyler Warren,TE,IND,@PIT,9.0,,,,,,0.06,4.26,0.0,3.59,36.71,0.24
Jake Ferguson,TE,DALQ,ARI,9.0,,,,,,0.06,4.2,0.0,3.62,35.7,0.23
Hunter Henry,TE,NE,ATL,9.0,,,,,,0.06,4.26,0.0,3.26,34.07,0.24
Zach Ertz,TE,WAS,SEA,9.0,,,,,,0.0,4.4399999999999995,0.0,3.33,31.57,0.24
Tucker Kraft,TE,GB,CAR,9.0,,,,,,0.06,4.26,0.0,3.18,33.75,0.24
Dalton Kincaid,TE,BUF,KC,9.0,,,,,,0.06,3.9,0.0,3.42,34.5,0.18
Mike Gesicki,TE,CINQ,CHI,9.0,,,,,,0.0,4.38,0.0,2.86,30.0,0.23
Kyle Pitts,TE,ATL,@NE,9.0,,,,,,0.0,4.08,0.0,2.71,33.75,0.18
Dalton Schultz,TE,HOU,DEN,9.0,,,,,,0.06,3.9,0.0,2.96,30.73,0.18
Jonnu Smith,TE,PITQ,IND,9.0,,,,,,0.06,2.96,0.0,2.92,29.9,0.19
Brenton Strange,TE,JAX,@LV,9.0,,,,,,0.0,3.08,0.0,2.88,27.76,0.18
Isaiah Likely,TE,BALQ,@MIA,9.0,,,,,,0.06,3.26,0.0,2.45,27.14,0.24
Chig Okonkwo,TE,TEN,LAC,9.0,,,,,,0.06,2.9,0.0,2.73,26.42,0.18
Ja'Tavion Sanders,TE,CAR,@GB,9.0,,,,,,0.0,3.08,0.0,2.58,25.78,0.18
Pat Freiermuth,TE,PIT,IND,9.0,,,,,,0.05,2.81,0.0,2.68,25.47,0.16
Darren WallerTE - MI,nan,APUP,BAL,9.0,,,,,,0.0,2.9,0.0,2.47,26.47,0.15
Darren WallerTE - MI,nan,APUP,BAL,9.0,,,,,,0.0,2.9,0.0,2.47,26.47,0.15
Theo Johnson,TE,NYG,SF,9.0,,,,,,0.0,2.96,0.0,2.39,24.92,0.16
Tyler Conklin,TE,LAC,@TEN,9.0,,,,,,0.0,3.08,0.0,2.3,21.35,0.18
Noah Gray,TE,KC,@BUF,9.0,,,,,,0.0,3.08,0.0,2.04,20.59,0.18
Juwan Johnson,TE,NO,@LAR,9.0,,,,,,0.0,2.7199999999999998,0.0,2.09,22.24,0.12
Cole Kmet,TE,CHI,@CIN,9.0,,,,,,0.07,2.5700000000000003,0.0,2.09,21.52,0.13
Will Dissly,TE,LAC,@TEN,9.0,,,,,,0.0,1.72,0.0,1.96,18.87,0.12
Elijah Arroyo,TE,SEA,@WAS,9.0,,,,,,0.0,1.72,0.0,1.85,16.85,0.12
Tyler Higbee,TE,LAR,NO,9.0,,,,,,0.0,1.72,0.0,1.77,17.2,0.12
Michael Mayer,TE,LV,JAX,9.0,,,,,,0.0,1.72,0.0,1.73,16.96,0.12
Noah Fant,TE,CIN,CHI,9.0,,,,,,0.0,1.72,0.0,1.67,16.96,0.12
Ben Sinnott,TE,WAS,SEA,9.0,,,,,,0.0,1.72,0.0,1.34,13.35,0.12
Dawson Knox,TE,BUF,KC,9.0,,,,,,0.0,1.72,0.0,1.28,13.76,0.12
Terrance Ferguson,TE,LARQ,NO,9.0,,,,,,0.0,1.72,0.0,1.29,13.29,0.12
Austin Hooper,TE,NE,ATL,9.0,,,,,,0.0,1.3599999999999999,0.0,1.32,12.9,0.06
Darnell Washington,TE,PIT,IND,9.0,,,,,,0.0,1.54,0.0,1.17,11.88,0.09
Elijah Higgins,TE,ARI,@DAL,9.0,,,,,,0.0,1.3599999999999999,0.0,1.08,10.86,0.06
Luke Musgrave,TE,GB,CAR,9.0,,,,,,0.0,1.3599999999999999,0.0,0.99,10.91,0.06
Gunnar Helm,TE,TEN,LAC,9.0,,,,,,0.0,0.36,0.0,0.97,9.98,0.06
Foster MoreauTE - N,nan,OPUP,@LAR,9.0,,,,,,0.0,0.36,0.0,0.97,9.37,0.06
Daniel Bellinger,TE,NYGQ,SF,9.0,,,,,,0.0,0.36,0.0,0.9,8.46,0.06
Luke Schoonmaker,TE,DAL,ARI,9.0,,,,,,0.0,0.36,0.0,0.86,8.57,0.06
Cade Stover,TE,HOU,DEN,9.0,,,,,,0.0,0.36,0.0,0.84,8.46,0.06
Tommy TrembleTE - CA,nan,RPUP,@GB,9.0,,,,,,0.0,0.36,0.0,0.84,8.4,0.06
